,A,B,S,C
3439,"['dual incomes=not married', 'ethnic classification=white']","['income=$0-$40,000', 'number in household=1', 'language in home=english']",0.21553228621291448,0.5641416063951276
3440,"['dual incomes=not married', 'number in household=1', 'language in home=english']","['income=$0-$40,000', 'ethnic classification=white']",0.21553228621291448,0.5482796892341842
3441,"['dual incomes=not married', 'number in household=1']","['income=$0-$40,000', 'ethnic classification=white', 'language in home=english']",0.21553228621291448,0.5122709989630142
3442,"['dual incomes=not married', 'number in household=1', 'ethnic classification=white']","['income=$0-$40,000', 'language in home=english']",0.21553228621291448,0.7391521197007481
3443,"['income=$0-$40,000', 'number in household=1', 'ethnic classification=white', 'language in home=english']",['dual incomes=not married'],0.21553228621291448,0.7488630621526023
3444,"['income=$0-$40,000', 'ethnic classification=white', 'language in home=english']","['dual incomes=not married', 'number in household=1']",0.21553228621291448,0.5662972869698127
3445,"['income=$0-$40,000', 'ethnic classification=white']","['dual incomes=not married', 'number in household=1', 'language in home=english']",0.21553228621291448,0.557352388115833
3446,"['income=$0-$40,000', 'number in household=1', 'language in home=english']","['dual incomes=not married', 'ethnic classification=white']",0.21553228621291448,0.5426583668985719
3447,"['income=$0-$40,000', 'number in household=1']","['dual incomes=not married', 'ethnic classification=white', 'language in home=english']",0.21553228621291448,0.5033967391304348
3448,"['income=$0-$40,000', 'number in household=1', 'ethnic classification=white']","['dual incomes=not married', 'language in home=english']",0.21553228621291448,0.7395209580838323
3449,"['income=$0-$40,000', 'dual incomes=not married', 'ethnic classification=white', 'language in home=english']",['number in household=1'],0.21553228621291448,0.7611710323574731
3450,"['income=$0-$40,000', 'dual incomes=not married', 'language in home=english']","['number in household=1', 'ethnic classification=white']",0.21553228621291448,0.516016713091922
3451,"['income=$0-$40,000', 'dual incomes=not married', 'ethnic classification=white']","['number in household=1', 'language in home=english']",0.21553228621291448,0.7488630621526023
3452,"['income=$0-$40,000', 'dual incomes=not married', 'number in household=1', 'language in home=english']",['ethnic classification=white'],0.21553228621291448,0.7152509652509652
3453,"['income=$0-$40,000', 'dual incomes=not married', 'number in household=1']","['ethnic classification=white', 'language in home=english']",0.21553228621291448,0.6666666666666666
3454,"['income=$0-$40,000', 'dual incomes=not married', 'number in household=1', 'ethnic classification=white']",['language in home=english'],0.21553228621291448,0.9886591060707138
3455,"['householder status=rent', 'number in household=1', 'ethnic classification=white', 'language in home=english']",['number of children=0'],0.20346131471785922,0.8738288569643973
3456,"['householder status=rent', 'ethnic classification=white', 'language in home=english']","['number in household=1', 'number of children=0']",0.20346131471785922,0.7445449707291112
3457,"['householder status=rent', 'language in home=english']","['ethnic classification=white', 'number in household=1', 'number of children=0']",0.20346131471785922,0.5301250473664266
3458,"['householder status=rent', 'ethnic classification=white']","['number in household=1', 'number of children=0', 'language in home=english']",0.20346131471785922,0.7336130047194547
3459,"['householder status=rent', 'number in household=1', 'language in home=english']","['ethnic classification=white', 'number of children=0']",0.20346131471785922,0.6376481312670921
3460,"['householder status=rent', 'number in household=1']","['ethnic classification=white', 'number of children=0', 'language in home=english']",0.20346131471785922,0.596080102258202
3461,"['householder status=rent', 'number in household=1', 'ethnic classification=white']","['number of children=0', 'language in home=english']",0.20346131471785922,0.8619839802834257
3462,"['householder status=rent', 'number of children=0', 'ethnic classification=white', 'language in home=english']",['number in household=1'],0.20346131471785922,0.930186170212766
3463,"['householder status=rent', 'number of children=0', 'language in home=english']","['number in household=1', 'ethnic classification=white']",0.20346131471785922,0.6967131474103586
3464,"['householder status=rent', 'number of children=0']","['number in household=1', 'ethnic classification=white', 'language in home=english']",0.20346131471785922,0.6503951650395166
3465,"['householder status=rent', 'ethnic classification=white', 'number of children=0']","['number in household=1', 'language in home=english']",0.20346131471785922,0.9173770491803279
3466,"['householder status=rent', 'number of children=0', 'number in household=1', 'language in home=english']",['ethnic classification=white'],0.20346131471785922,0.7517463729177861
3467,"['householder status=rent', 'number in household=1', 'number of children=0']","['ethnic classification=white', 'language in home=english']",0.20346131471785922,0.7054967221381745
3468,"['householder status=rent', 'number of children=0', 'number in household=1', 'ethnic classification=white']",['language in home=english'],0.20346131471785922,0.9872971065631616
3469,"['number in household=1', 'education=no college graduate', 'number of children=0', 'language in home=english']",['dual incomes=not married'],0.20680628272251309,0.6448979591836734
3470,"['education=no college graduate', 'number of children=0', 'language in home=english']","['dual incomes=not married', 'number in household=1']",0.20680628272251309,0.5611681136543015
3471,"['education=no college graduate', 'number of children=0']","['dual incomes=not married', 'number in household=1', 'language in home=english']",0.20680628272251309,0.5185995623632386
3472,"['education=no college graduate', 'number in household=1', 'number of children=0']","['dual incomes=not married', 'language in home=english']",0.20680628272251309,0.602797795676134
3473,"['dual incomes=not married', 'education=no college graduate', 'number of children=0', 'language in home=english']",['number in household=1'],0.20680628272251309,0.8499701135684399
3474,"['dual incomes=not married', 'number of children=0', 'language in home=english']","['education=no college graduate', 'number in household=1']",0.20680628272251309,0.5616113744075829
3475,"['dual incomes=not married', 'number of children=0']","['education=no college graduate', 'number in household=1', 'language in home=english']",0.20680628272251309,0.5208791208791209
3476,"['dual incomes=not married', 'education=no college graduate', 'language in home=english']","['number in household=1', 'number of children=0']",0.20680628272251309,0.5094948047294876
3477,"['dual incomes=not married', 'education=no college graduate', 'number of children=0']","['number in household=1', 'language in home=english']",0.20680628272251309,0.78003291278113
3478,"['dual incomes=not married', 'number in household=1', 'number of children=0', 'language in home=english']",['education=no college graduate'],0.20680628272251309,0.6351049575703439
3479,"['dual incomes=not married', 'number in household=1', 'language in home=english']","['education=no college graduate', 'number of children=0']",0.20680628272251309,0.5260821309655938
3480,"['dual incomes=not married', 'number in household=1', 'number of children=0']","['education=no college graduate', 'language in home=english']",0.20680628272251309,0.5967268149391524
3481,"['dual incomes=not married', 'number in household=1', 'education=no college graduate', 'language in home=english']",['number of children=0'],0.20680628272251309,0.7715680954964731
3482,"['dual incomes=not married', 'education=no college graduate', 'number in household=1']","['number of children=0', 'language in home=english']",0.20680628272251309,0.7131394182547643
3483,"['dual incomes=not married', 'number in household=1', 'education=no college graduate', 'number of children=0']",['language in home=english'],0.20680628272251309,0.9300196206671026
3484,"['dual incomes=not married', 'age=14-34', 'ethnic classification=white', 'language in home=english']","['income=$0-$40,000']",0.20738801628853984,0.8033802816901409
3485,"['age=14-34', 'ethnic classification=white', 'language in home=english']","['income=$0-$40,000', 'dual incomes=not married']",0.20738801628853984,0.5969024696525743
3486,"['age=14-34', 'ethnic classification=white']","['income=$0-$40,000', 'dual incomes=not married', 'language in home=english']",0.20738801628853984,0.5856262833675565
